                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     87,                 2.5205,                 1.4559,                 1.6389,                0.68599,                0.67523,                0.72769,                0.37527,                 2.4257,                 1.3143,                 1.6846,               0.005743,               0.005743,               0.005743
                     88,                 2.5161,                 1.4542,                 1.6346,                0.69088,                0.67473,                0.73005,                0.37804,                 2.4192,                 1.3111,                 1.6828,              0.0056935,              0.0056935,              0.0056935
                     89,                 2.5247,                  1.439,                 1.6317,                 0.6866,                0.67681,                0.73022,                0.37749,                 2.4122,                 1.3071,                 1.6808,               0.005644,               0.005644,               0.005644
                     90,                 2.5084,                 1.4347,                 1.6298,                0.69008,                0.67775,                0.73152,                0.37936,                 2.4055,                 1.3036,                 1.6789,              0.0055945,              0.0055945,              0.0055945
                     91,                 2.4778,                 1.4258,                 1.6228,                0.69174,                0.67908,                0.73254,                0.38012,                 2.3983,                 1.2995,                 1.6763,               0.005545,               0.005545,               0.005545
                     92,                 2.4829,                 1.4267,                 1.6235,                0.69307,                0.67984,                0.73461,                0.38238,                  2.393,                  1.296,                  1.674,              0.0054955,              0.0054955,              0.0054955
                     93,                 2.4658,                 1.4086,                  1.618,                0.69331,                0.68137,                0.73533,                 0.3841,                 2.3872,                 1.2917,                 1.6718,               0.005446,               0.005446,               0.005446
                     94,                 2.4699,                 1.4083,                 1.6162,                0.69547,                0.68289,                0.73815,                0.38544,                 2.3774,                 1.2872,                 1.6699,              0.0053965,              0.0053965,              0.0053965
                     95,                 2.4816,                 1.4153,                 1.6163,                0.70511,                0.68398,                 0.7389,                0.38611,                 2.3687,                 1.2849,                  1.667,               0.005347,               0.005347,               0.005347
                     96,                 2.4305,                 1.3921,                 1.6036,                0.71335,                0.68827,                0.74172,                  0.388,                  2.363,                 1.2809,                  1.665,              0.0052975,              0.0052975,              0.0052975
                     97,                 2.4525,                 1.4051,                 1.6068,                0.71745,                0.68397,                0.74325,                0.38954,                 2.3567,                 1.2774,                 1.6626,               0.005248,               0.005248,               0.005248
                     98,                 2.4186,                   1.38,                 1.6039,                0.71564,                0.68937,                0.74339,                0.39096,                 2.3462,                 1.2736,                 1.6604,              0.0051985,              0.0051985,              0.0051985
                     99,                 2.4177,                 1.3793,                 1.5926,                0.71477,                0.69138,                0.74497,                0.39226,                 2.3411,                 1.2701,                 1.6581,               0.005149,               0.005149,               0.005149
                    100,                 2.3788,                 1.3542,                 1.5871,                0.71332,                0.69292,                0.74508,                0.39292,                 2.3348,                 1.2665,                 1.6559,              0.0050995,              0.0050995,              0.0050995
                    101,                 2.3985,                 1.3662,                 1.5923,                 0.7154,                0.69463,                0.74682,                0.39523,                 2.3287,                 1.2625,                 1.6548,                0.00505,                0.00505,                0.00505
                    102,                 2.3716,                 1.3524,                 1.5844,                0.70757,                0.69698,                0.74681,                0.39677,                 2.3201,                 1.2589,                 1.6523,              0.0050005,              0.0050005,              0.0050005
                    103,                 2.3658,                 1.3471,                 1.5852,                0.70918,                0.69809,                0.74752,                 0.3983,                 2.3152,                 1.2551,                 1.6497,               0.004951,               0.004951,               0.004951
                    104,                 2.3729,                 1.3446,                 1.5795,                0.71665,                0.69646,                 0.7486,                 0.3993,                 2.3069,                 1.2514,                 1.6476,              0.0049015,              0.0049015,              0.0049015
                    105,                 2.3591,                 1.3294,                 1.5799,                0.72041,                0.69684,                0.75123,                0.40073,                 2.3007,                 1.2473,                 1.6453,               0.004852,               0.004852,               0.004852
                    106,                 2.3685,                 1.3265,                 1.5764,                0.72275,                0.69598,                0.75195,                0.40195,                 2.2934,                  1.243,                 1.6428,              0.0048025,              0.0048025,              0.0048025
                    107,                 2.3444,                 1.3281,                 1.5764,                0.72207,                0.69622,                0.75255,                0.40406,                 2.2872,                 1.2382,                 1.6407,               0.004753,               0.004753,               0.004753
                    108,                 2.3413,                  1.331,                 1.5739,                0.72693,                0.69561,                0.75388,                0.40525,                 2.2825,                 1.2348,                  1.639,              0.0047035,              0.0047035,              0.0047035
                    109,                 2.3066,                  1.302,                  1.567,                0.72938,                0.69625,                0.75527,                0.40644,                 2.2773,                  1.231,                 1.6365,               0.004654,               0.004654,               0.004654
                    110,                 2.2998,                 1.3029,                 1.5614,                0.72929,                0.69764,                0.75639,                 0.4081,                 2.2711,                 1.2274,                 1.6341,              0.0046045,              0.0046045,              0.0046045
                    111,                 2.2951,                 1.2985,                 1.5579,                 0.7307,                0.70027,                0.75862,                0.40948,                 2.2649,                 1.2237,                 1.6322,               0.004555,               0.004555,               0.004555
