                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     62,                 2.9017,                 1.6462,                 1.6646,                0.68207,                0.59616,                0.65483,                0.31915,                 2.6234,                 1.4467,                 1.6887,              0.0069805,              0.0069805,              0.0069805
                     63,                 2.8678,                 1.6274,                 1.6575,                0.68117,                0.59255,                0.65753,                0.32225,                 2.6211,                 1.4403,                 1.6854,               0.006931,               0.006931,               0.006931
                     64,                 2.8527,                 1.6246,                 1.6581,                 0.6914,                0.59299,                0.66044,                0.32363,                 2.6143,                 1.4336,                 1.6829,              0.0068815,              0.0068815,              0.0068815
                     65,                 2.8561,                 1.6136,                 1.6485,                0.67002,                0.61556,                0.66566,                0.32673,                  2.602,                 1.4287,                 1.6797,               0.006832,               0.006832,               0.006832
                     66,                 2.8353,                 1.6076,                  1.647,                0.67543,                0.61572,                0.66842,                0.32756,                 2.5959,                 1.4228,                 1.6765,              0.0067825,              0.0067825,              0.0067825
                     67,                 2.8104,                 1.5953,                  1.646,                0.68583,                0.60191,                0.67175,                0.33223,                 2.5853,                 1.4172,                 1.6743,               0.006733,               0.006733,               0.006733
                     68,                 2.8037,                 1.5941,                 1.6398,                0.67945,                0.62013,                0.67751,                0.33556,                  2.575,                  1.411,                 1.6715,              0.0066835,              0.0066835,              0.0066835
                     69,                  2.795,                 1.5782,                 1.6389,                0.68398,                0.62337,                0.68476,                0.33903,                 2.5654,                 1.4049,                 1.6693,               0.006634,               0.006634,               0.006634
                     70,                 2.7844,                 1.5782,                 1.6379,                  0.682,                0.62587,                0.68601,                0.33902,                 2.5586,                 1.4013,                 1.6665,              0.0065845,              0.0065845,              0.0065845
                     71,                 2.7907,                 1.5759,                 1.6298,                0.68498,                0.63153,                0.68918,                0.33987,                 2.5525,                 1.3959,                 1.6636,               0.006535,               0.006535,               0.006535
                     72,                 2.7464,                 1.5646,                   1.63,                0.68177,                 0.6361,                0.69214,                0.34151,                 2.5465,                 1.3912,                 1.6608,              0.0064855,              0.0064855,              0.0064855
                     73,                 2.7351,                 1.5551,                 1.6249,                 0.6931,                0.64664,                 0.6956,                0.34315,                 2.5406,                 1.3868,                 1.6588,               0.006436,               0.006436,               0.006436
                     74,                 2.7464,                 1.5531,                  1.621,                0.69166,                0.65327,                0.69567,                0.34478,                 2.5335,                 1.3829,                 1.6574,              0.0063865,              0.0063865,              0.0063865
                     75,                 2.7067,                 1.5321,                 1.6143,                0.68316,                0.65685,                0.69535,                0.34707,                 2.5264,                 1.3791,                 1.6551,               0.006337,               0.006337,               0.006337
                     76,                 2.6937,                 1.5349,                  1.617,                0.68557,                0.65837,                0.69595,                0.34746,                 2.5226,                 1.3738,                 1.6532,              0.0062875,              0.0062875,              0.0062875
                     77,                 2.6908,                 1.5184,                  1.603,                0.68325,                0.66011,                0.69704,                0.34943,                 2.5181,                 1.3695,                 1.6513,               0.006238,               0.006238,               0.006238
                     78,                 2.6736,                 1.5097,                 1.6036,                0.68267,                0.66318,                 0.6927,                0.34731,                  2.508,                 1.3662,                 1.6502,              0.0061885,              0.0061885,              0.0061885
                     79,                 2.6916,                 1.5018,                 1.6017,                0.69102,                0.66364,                 0.6992,                0.35217,                 2.5024,                 1.3625,                 1.6483,               0.006139,               0.006139,               0.006139
                     80,                 2.6702,                 1.5054,                 1.5994,                0.69106,                0.66658,                0.70063,                0.35432,                  2.495,                 1.3592,                 1.6462,              0.0060895,              0.0060895,              0.0060895
                     81,                 2.6568,                 1.5003,                 1.5983,                0.69635,                0.66922,                0.70416,                0.35696,                  2.488,                 1.3555,                 1.6438,                0.00604,                0.00604,                0.00604
                     82,                 2.6573,                 1.4824,                 1.5953,                0.68934,                0.66968,                0.70426,                0.35565,                 2.4804,                 1.3517,                 1.6409,              0.0059905,              0.0059905,              0.0059905
                     83,                 2.6433,                 1.4806,                  1.591,                0.69181,                0.67014,                  0.705,                0.35848,                 2.4753,                 1.3477,                 1.6391,               0.005941,               0.005941,               0.005941
                     84,                 2.6155,                 1.4709,                 1.5878,                0.69641,                0.66959,                0.70732,                0.35951,                 2.4728,                 1.3425,                 1.6377,              0.0058915,              0.0058915,              0.0058915
                     85,                 2.6319,                 1.4842,                 1.5824,                0.70302,                0.66558,                0.70828,                0.36076,                 2.4683,                 1.3392,                 1.6351,               0.005842,               0.005842,               0.005842
                     86,                 2.6042,                 1.4653,                 1.5833,                0.69743,                 0.6661,                0.70933,                0.36129,                 2.4656,                 1.3348,                 1.6333,              0.0057925,              0.0057925,              0.0057925
                     87,                  2.593,                 1.4557,                 1.5761,                0.70238,                0.66935,                0.71079,                0.36198,                 2.4626,                 1.3307,                 1.6317,               0.005743,               0.005743,               0.005743
                     88,                 2.5794,                 1.4581,                 1.5748,                0.70394,                0.67081,                0.71249,                0.36287,                 2.4568,                 1.3265,                 1.6291,              0.0056935,              0.0056935,              0.0056935
                     89,                 2.5871,                 1.4441,                 1.5699,                0.70358,                0.67637,                0.71445,                0.36497,                 2.4521,                 1.3216,                 1.6275,               0.005644,               0.005644,               0.005644
                     90,                 2.5661,                 1.4449,                 1.5689,                 0.7065,                0.67592,                0.71636,                0.36654,                 2.4474,                 1.3173,                 1.6255,              0.0055945,              0.0055945,              0.0055945
