                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     34,                 3.1403,                 1.8799,                 1.8141,                0.62382,                0.46841,                0.54675,                0.24309,                 2.9697,                 1.6943,                 1.8493,              0.0083665,              0.0083665,              0.0083665
                     35,                 3.1095,                 1.8634,                 1.7935,                0.61276,                0.47715,                0.55876,                0.24762,                  2.894,                 1.6595,                 1.8285,               0.008317,               0.008317,               0.008317
                     36,                  3.092,                  1.852,                 1.7965,                0.61727,                0.45872,                0.56193,                0.25329,                 2.9052,                 1.6559,                 1.8282,              0.0082675,              0.0082675,              0.0082675
                     37,                 3.0605,                 1.8448,                 1.7878,                0.59717,                0.49709,                 0.5735,                0.26039,                 2.8803,                 1.6366,                 1.8174,               0.008218,               0.008218,               0.008218
                     38,                 3.0554,                 1.8276,                 1.7815,                0.63974,                0.47778,                0.57676,                0.26642,                 2.8202,                 1.6251,                 1.8077,              0.0081685,              0.0081685,              0.0081685
                     39,                 3.0568,                  1.805,                 1.7795,                0.58945,                0.51034,                0.59487,                0.26603,                 2.8354,                 1.6039,                 1.8128,               0.008119,               0.008119,               0.008119
                     40,                   3.02,                 1.8012,                 1.7705,                  0.645,                0.51794,                0.60635,                0.27761,                 2.8169,                 1.5944,                 1.8013,              0.0080695,              0.0080695,              0.0080695
                     41,                 3.0293,                 1.7833,                 1.7619,                0.63689,                0.50622,                 0.6019,                0.27646,                 2.7961,                 1.5843,                 1.7882,                0.00802,                0.00802,                0.00802
                     42,                 2.9684,                 1.7718,                 1.7545,                0.63793,                0.51719,                0.60012,                0.27913,                 2.7818,                 1.5721,                 1.7748,              0.0079705,              0.0079705,              0.0079705
                     43,                 2.9643,                 1.7548,                 1.7521,                0.67119,                0.51263,                0.61534,                0.28538,                 2.7768,                  1.554,                 1.7691,               0.007921,               0.007921,               0.007921
                     44,                 2.9471,                 1.7356,                 1.7548,                0.67631,                0.53115,                0.62525,                0.29105,                 2.7441,                 1.5317,                 1.7702,              0.0078715,              0.0078715,              0.0078715
                     45,                 2.9459,                 1.7338,                 1.7462,                0.66779,                0.54604,                0.62489,                 0.2931,                 2.7206,                 1.5303,                 1.7645,               0.007822,               0.007822,               0.007822
                     46,                 2.9147,                 1.7153,                 1.7352,                0.65223,                0.55412,                0.63595,                0.30257,                 2.7061,                 1.5154,                 1.7581,              0.0077725,              0.0077725,              0.0077725
                     47,                 2.8667,                 1.7053,                 1.7321,                0.64637,                0.57211,                0.64442,                0.30909,                 2.6753,                 1.5124,                 1.7535,               0.007723,               0.007723,               0.007723
                     48,                   2.88,                 1.7018,                 1.7323,                0.67911,                0.55266,                0.65127,                0.31184,                 2.6654,                 1.5025,                 1.7478,              0.0076735,              0.0076735,              0.0076735
                     49,                 2.8634,                 1.6935,                 1.7211,                0.65399,                0.57473,                0.64848,                0.31274,                 2.6458,                 1.4939,                 1.7363,               0.007624,               0.007624,               0.007624
                     50,                 2.8713,                 1.6707,                 1.7181,                0.66517,                0.58148,                0.65614,                0.31262,                 2.6264,                 1.4809,                 1.7329,              0.0075745,              0.0075745,              0.0075745
                     51,                 2.8449,                 1.6706,                 1.7175,                0.66671,                0.58098,                0.65768,                0.31756,                 2.6107,                 1.4696,                 1.7279,               0.007525,               0.007525,               0.007525
                     52,                 2.8516,                 1.6685,                 1.7142,                0.65802,                0.59788,                0.65861,                0.31991,                 2.5999,                 1.4637,                 1.7261,              0.0074755,              0.0074755,              0.0074755
                     53,                 2.8113,                 1.6525,                 1.7079,                0.63656,                0.61445,                 0.6574,                0.32342,                 2.5913,                 1.4488,                 1.7248,               0.007426,               0.007426,               0.007426
                     54,                 2.8113,                  1.634,                 1.7019,                0.64035,                0.61678,                0.65891,                0.32603,                 2.5858,                 1.4382,                 1.7234,              0.0073765,              0.0073765,              0.0073765
                     55,                 2.7771,                 1.6314,                 1.7022,                 0.6562,                0.59862,                0.66613,                0.33256,                 2.5631,                 1.4282,                 1.7179,               0.007327,               0.007327,               0.007327
                     56,                 2.7832,                 1.6239,                 1.6976,                0.63623,                 0.6233,                0.67004,                0.33659,                 2.5476,                  1.416,                 1.7159,              0.0072775,              0.0072775,              0.0072775
                     57,                 2.7427,                 1.6067,                 1.6909,                0.65037,                0.62695,                0.67347,                0.34065,                 2.5385,                 1.4113,                  1.711,               0.007228,               0.007228,               0.007228
                     58,                 2.7351,                   1.61,                 1.6882,                0.65959,                0.62419,                0.67608,                0.34149,                 2.5195,                 1.4058,                 1.7085,              0.0071785,              0.0071785,              0.0071785
                     59,                 2.7343,                 1.6016,                 1.6911,                0.64959,                0.63116,                0.67625,                0.34304,                 2.5068,                 1.3985,                 1.7062,               0.007129,               0.007129,               0.007129
                     60,                 2.7088,                 1.5793,                 1.6807,                 0.6417,                0.64678,                0.68219,                0.34555,                 2.5055,                 1.3927,                  1.701,              0.0070795,              0.0070795,              0.0070795
                     61,                 2.6929,                 1.5682,                  1.677,                0.66861,                0.63465,                0.68453,                0.34753,                 2.5013,                 1.3843,                 1.6995,                0.00703,                0.00703,                0.00703
                     62,                 2.7086,                 1.5652,                 1.6727,                 0.6642,                0.63369,                0.68809,                0.34948,                  2.488,                 1.3783,                 1.6965,              0.0069805,              0.0069805,              0.0069805
                     63,                 2.6789,                  1.552,                 1.6659,                 0.6726,                0.62949,                0.69025,                 0.3524,                 2.4796,                 1.3724,                 1.6957,               0.006931,               0.006931,               0.006931
                     64,                 2.6595,                 1.5433,                 1.6665,                0.66389,                0.64731,                0.69226,                0.35495,                 2.4773,                 1.3665,                 1.6932,              0.0068815,              0.0068815,              0.0068815
                     65,                   2.68,                 1.5417,                 1.6615,                0.65572,                0.65553,                  0.695,                0.35779,                 2.4688,                   1.36,                 1.6902,               0.006832,               0.006832,               0.006832
                     66,                 2.6431,                 1.5294,                 1.6558,                0.66562,                0.65088,                0.69692,                0.35922,                 2.4605,                 1.3526,                 1.6893,              0.0067825,              0.0067825,              0.0067825
                     67,                 2.6247,                 1.5198,                 1.6508,                0.67263,                0.65317,                0.69956,                0.35928,                 2.4509,                 1.3473,                 1.6849,               0.006733,               0.006733,               0.006733
                     68,                 2.6137,                 1.5045,                 1.6451,                0.67078,                0.65061,                0.70377,                0.36295,                 2.4481,                 1.3402,                 1.6838,              0.0066835,              0.0066835,              0.0066835
                     69,                 2.5952,                 1.4973,                 1.6457,                0.66774,                0.66363,                0.70969,                0.36447,                 2.4436,                  1.335,                 1.6816,               0.006634,               0.006634,               0.006634
                     70,                 2.5904,                  1.497,                 1.6464,                 0.6701,                0.66357,                0.71219,                0.36545,                 2.4409,                 1.3291,                 1.6792,              0.0065845,              0.0065845,              0.0065845
                     71,                 2.5766,                  1.489,                 1.6334,                0.67203,                0.66648,                 0.7152,                0.36722,                 2.4297,                 1.3231,                 1.6767,               0.006535,               0.006535,               0.006535
                     72,                 2.5527,                 1.4831,                 1.6319,                0.67973,                 0.6654,                0.71828,                0.36853,                 2.4228,                 1.3178,                 1.6745,              0.0064855,              0.0064855,              0.0064855
                     73,                 2.5217,                 1.4664,                 1.6218,                 0.6894,                0.67056,                 0.7212,                0.37085,                 2.4169,                 1.3145,                 1.6709,               0.006436,               0.006436,               0.006436
                     74,                 2.5353,                 1.4628,                 1.6215,                 0.6907,                0.66266,                0.72282,                 0.3728,                 2.4116,                 1.3105,                 1.6703,              0.0063865,              0.0063865,              0.0063865
                     75,                 2.5059,                 1.4448,                 1.6158,                 0.6858,                0.66903,                0.72444,                0.37518,                 2.4023,                 1.3053,                 1.6672,               0.006337,               0.006337,               0.006337
                     76,                 2.4966,                 1.4433,                  1.616,                0.69547,                 0.6802,                0.72807,                0.37668,                 2.4024,                 1.3002,                 1.6654,              0.0062875,              0.0062875,              0.0062875
                     77,                 2.5025,                 1.4234,                 1.6066,                 0.7047,                0.67273,                0.72792,                0.37696,                 2.3997,                 1.2952,                 1.6633,               0.006238,               0.006238,               0.006238
                     78,                 2.4644,                 1.4288,                 1.6017,                0.71164,                0.67592,                0.72937,                0.37946,                 2.3909,                 1.2912,                 1.6621,              0.0061885,              0.0061885,              0.0061885
                     79,                 2.4608,                 1.4212,                 1.6023,                0.71085,                0.67918,                0.72931,                0.38094,                 2.3839,                 1.2865,                 1.6603,               0.006139,               0.006139,               0.006139
                     80,                 2.4394,                 1.4112,                 1.6012,                0.71774,                0.67679,                0.73221,                0.38293,                 2.3768,                 1.2819,                 1.6588,              0.0060895,              0.0060895,              0.0060895
                     81,                 2.4477,                 1.4101,                 1.6008,                0.72128,                 0.6772,                0.73363,                0.38509,                 2.3682,                 1.2776,                 1.6564,                0.00604,                0.00604,                0.00604
                     82,                 2.4397,                 1.3943,                 1.5925,                0.72043,                0.67782,                0.73465,                0.38626,                 2.3647,                 1.2732,                 1.6548,              0.0059905,              0.0059905,              0.0059905
                     83,                 2.4132,                 1.3928,                 1.5877,                0.72372,                0.67934,                0.73707,                0.38804,                 2.3575,                 1.2694,                 1.6526,               0.005941,               0.005941,               0.005941
                     84,                 2.4201,                 1.3882,                 1.5874,                0.73433,                0.67782,                0.73861,                0.38909,                 2.3518,                 1.2667,                 1.6498,              0.0058915,              0.0058915,              0.0058915
                     85,                 2.4077,                 1.3832,                 1.5819,                0.74156,                 0.6706,                0.73835,                0.39214,                  2.343,                  1.262,                 1.6475,               0.005842,               0.005842,               0.005842
                     86,                 2.3997,                 1.3746,                 1.5837,                0.73528,                0.67506,                0.73932,                 0.3937,                 2.3338,                 1.2588,                 1.6455,              0.0057925,              0.0057925,              0.0057925
                     87,                 2.3701,                 1.3559,                 1.5752,                0.73975,                0.67608,                0.74129,                0.39447,                 2.3289,                  1.255,                 1.6437,               0.005743,               0.005743,               0.005743
                     88,                 2.3559,                 1.3541,                 1.5703,                0.75034,                0.67057,                 0.7424,                0.39683,                 2.3186,                 1.2518,                 1.6418,              0.0056935,              0.0056935,              0.0056935
                     89,                 2.3538,                 1.3504,                 1.5703,                0.75336,                0.67165,                0.74486,                0.39726,                 2.3133,                 1.2473,                 1.6399,               0.005644,               0.005644,               0.005644
                     90,                 2.3621,                 1.3477,                 1.5682,                0.74966,                0.67398,                0.74672,                0.40009,                 2.3077,                  1.244,                 1.6381,              0.0055945,              0.0055945,              0.0055945
                     91,                 2.3275,                 1.3366,                 1.5614,                0.75386,                0.67189,                0.74563,                0.40078,                 2.3029,                 1.2401,                 1.6363,               0.005545,               0.005545,               0.005545
                     92,                 2.3182,                 1.3184,                 1.5571,                0.75551,                  0.673,                 0.7473,                 0.4023,                 2.2998,                  1.236,                 1.6343,              0.0054955,              0.0054955,              0.0054955
                     93,                 2.3018,                 1.3181,                 1.5524,                0.75789,                0.67621,                0.75078,                0.40484,                 2.2938,                 1.2325,                 1.6321,               0.005446,               0.005446,               0.005446
                     94,                 2.3265,                 1.3179,                 1.5551,                0.76007,                0.67941,                0.75328,                0.40505,                 2.2882,                 1.2281,                 1.6309,              0.0053965,              0.0053965,              0.0053965
                     95,                 2.3245,                 1.3288,                 1.5521,                 0.7627,                0.68056,                0.75489,                0.40718,                 2.2842,                 1.2248,                  1.628,               0.005347,               0.005347,               0.005347
                     96,                  2.273,                 1.2961,                 1.5414,                0.76635,                0.67935,                0.75652,                0.40868,                 2.2783,                   1.22,                  1.626,              0.0052975,              0.0052975,              0.0052975
                     97,                 2.2929,                 1.3089,                  1.545,                 0.7717,                0.68231,                0.75862,                0.40994,                 2.2752,                 1.2163,                 1.6242,               0.005248,               0.005248,               0.005248
                     98,                 2.2581,                 1.2872,                 1.5406,                0.77202,                0.68456,                   0.76,                0.41138,                 2.2687,                 1.2115,                 1.6223,              0.0051985,              0.0051985,              0.0051985
                     99,                  2.268,                 1.2879,                 1.5357,                0.77228,                0.68427,                0.76206,                0.41361,                 2.2621,                 1.2072,                   1.62,               0.005149,               0.005149,               0.005149
                    100,                 2.2096,                  1.263,                 1.5241,                0.77178,                0.68338,                0.76262,                 0.4146,                 2.2578,                 1.2032,                 1.6176,              0.0050995,              0.0050995,              0.0050995
                    101,                 2.2545,                 1.2745,                 1.5305,                0.76961,                0.68427,                0.76465,                0.41594,                 2.2521,                 1.1992,                 1.6153,                0.00505,                0.00505,                0.00505
                    102,                 2.2032,                 1.2686,                 1.5198,                0.76887,                 0.6874,                0.76497,                0.41758,                 2.2469,                 1.1946,                 1.6133,              0.0050005,              0.0050005,              0.0050005
                    103,                 2.2033,                 1.2546,                 1.5191,                0.77165,                0.69191,                0.76659,                0.41909,                 2.2418,                 1.1907,                  1.611,               0.004951,               0.004951,               0.004951
                    104,                 2.1974,                 1.2557,                 1.5159,                0.77016,                0.69373,                0.76773,                0.42068,                 2.2358,                 1.1867,                 1.6088,              0.0049015,              0.0049015,              0.0049015
                    105,                 2.1743,                 1.2343,                 1.5122,                0.77432,                0.68913,                0.76917,                0.42299,                 2.2283,                 1.1831,                 1.6079,               0.004852,               0.004852,               0.004852
                    106,                 2.1768,                 1.2352,                 1.5097,                0.76244,                0.69809,                0.77048,                 0.4235,                 2.2214,                 1.1789,                 1.6061,              0.0048025,              0.0048025,              0.0048025
                    107,                 2.1561,                 1.2228,                 1.5075,                0.76201,                0.70079,                0.77129,                0.42468,                 2.2149,                 1.1761,                 1.6037,               0.004753,               0.004753,               0.004753
                    108,                 2.1746,                 1.2377,                 1.5075,                0.76063,                0.69752,                0.77119,                 0.4263,                 2.2078,                 1.1728,                 1.6017,              0.0047035,              0.0047035,              0.0047035
                    109,                 2.1302,                 1.2148,                 1.4965,                0.75917,                 0.6984,                0.77184,                0.42622,                 2.2027,                 1.1685,                    1.6,               0.004654,               0.004654,               0.004654
                    110,                 2.1375,                 1.2111,                 1.4972,                0.75992,                0.69975,                0.77318,                0.42769,                 2.1977,                 1.1645,                 1.5974,              0.0046045,              0.0046045,              0.0046045
                    111,                 2.1134,                 1.1995,                 1.4888,                0.76015,                0.69892,                 0.7739,                0.42931,                 2.1943,                 1.1604,                 1.5948,               0.004555,               0.004555,               0.004555
                    112,                 2.1321,                  1.211,                 1.4905,                0.75658,                0.70183,                 0.7749,                0.43098,                 2.1898,                 1.1574,                 1.5926,              0.0045055,              0.0045055,              0.0045055
                    113,                 2.1102,                 1.2045,                 1.4878,                0.75265,                0.71112,                0.77597,                0.43015,                 2.1833,                 1.1538,                 1.5902,               0.004456,               0.004456,               0.004456
                    114,                 2.1091,                 1.1865,                 1.4863,                0.75961,                 0.7108,                0.77729,                0.43262,                 2.1776,                 1.1504,                 1.5885,              0.0044065,              0.0044065,              0.0044065
                    115,                 2.1036,                 1.1952,                 1.4839,                0.76308,                0.71392,                0.77901,                0.43422,                 2.1719,                 1.1459,                 1.5873,               0.004357,               0.004357,               0.004357
                    116,                 2.0782,                 1.1758,                 1.4709,                0.75707,                0.71414,                0.77927,                0.43615,                 2.1667,                 1.1419,                 1.5849,              0.0043075,              0.0043075,              0.0043075
                    117,                 2.0701,                 1.1765,                 1.4746,                0.75921,                0.71467,                0.78084,                0.43865,                 2.1613,                 1.1381,                 1.5824,               0.004258,               0.004258,               0.004258
